Year,Country,Customer Name,Email,Phone Number,Job Requested,Response Time,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2023,Spain,Ronald Jackson,wsullivan@example.net,001-918-397-8314x975,AI-Powered Virtual Assistant,"(10,)",No,/index.html,496.1157201096694,PayPal,Resolved,3
2022,Brazil,Michael Pruitt,dianeray@example.net,51 1543 2885,Prototyping solutions,"(13,)",Yes,/index.html,319.81677887894205,Credit Card,Pending,7
2022,Australia,Randall Cross,erintaylor@example.com,1414-7743,Chatting with Sales Representative,"(51,)",Yes,/event.php,414.95691367288197,PayPal,Resolved,5
2024,Germany,Chase Brennan,curtisclements@example.com,0569444878,Inquiring about Events,"(54,)",No,/prototype.php,192.5524330839914,Credit Card,Failed,6
2025,Australia,Jonathan Thomas,cartergregory@example.org,(08)-0296-2383,Inquiring about Events,"(2,)",No,/event.php,460.25297176038606,Debit Card,Pending,7
2024,Russia,James King,mathisbrian@example.com,8 877 420 7975,Software Assistance,"(59,)",Yes,/scheduledemo.php,383.8484009718003,Debit Card,Resolved,4
2023,USA,Amber Bautista,jodyryan@example.org,8243134309,Scheduled Demo,"(5,)",No,/index.html,494.33191059950104,Credit Card,Failed,6
2025,India,Matthew Sullivan,reyesmelissa@example.org,05295475238,Scheduled Demo,"(48,)",Yes,/images/events.jpg,312.0687920489995,Credit Card,Pending,5
2025,Zambia,Kristen Gregory,anthony12@example.org,+1-379-701-8172x29050,Inquiring about Events,"(20,)",Yes,/prototype.php,496.68016217557187,Bank Transfer,Pending,5
2023,Netherlands,Joseph Turner,andrew24@example.net,213.617.6637x0429,Chatting with Sales Representative,"(59,)",No,/event.php,120.47642715510487,Debit Card,Pending,4
2022,UK,Kimberly Davis,andreamendoza@example.org,743.388.7587x0758,Scheduled Demo,"(21,)",Yes,/scheduledemo.php,426.30953055622234,Credit Card,Pending,3
2025,UK,Chloe Murillo,justin73@example.com,657.529.0897x7089,Inquiring about Events,"(5,)",No,/index.html,317.9244109005831,Credit Card,Failed,6
2025,Canada,Casey Rivera,emilyolson@example.org,120-034-3511,Chatting with Sales Representative,"(42,)",No,/images/events.jpg,280.8693059587741,Credit Card,Resolved,7
2024,Zimbabwe,Yesenia Bates,watsonmason@example.net,4124118387,Chatting with Sales Representative,"(28,)",Yes,/images/events.jpg,261.27613483871465,PayPal,Resolved,7
2024,India,Tara Pierce,uhoffman@example.org,2884394647,AI-Powered Virtual Assistant,"(5,)",Yes,/scheduledemo.php,123.19893392088828,Bank Transfer,Resolved,6
2024,Canada,Christina Gill,bbailey@example.com,+1 (661) 916-7574,Inquiring about Events,"(14,)",Yes,/index.html,190.21804612267314,Bank Transfer,Resolved,6
2025,Zambia,Wendy Warren,amy39@example.com,584.665.1236x8669,AI-Powered Virtual Assistant,"(25,)",No,/index.html,385.32956406783046,Debit Card,Failed,6
2024,India,Michael Atkinson,jonathanjones@example.org,+913894139900,AI-Powered Virtual Assistant,"(60,)",Yes,/event.php,100.26905070284626,Bank Transfer,Resolved,7
