Year,Country,Customer Name,Email,Phone Number,Job Requested,Event Participation,Page Accessed,Sales Revenue,Payment Method,Resolution Status,Satisfaction Rating
2022,Canada,Dawn Gomez,tswanson@example.net,334.741.0145,Inquiring about Events,No,/images/events.jpg,168.6887712612713,PayPal,Pending,5
2025,Zimbabwe,Daniel Thomas,joshuasmith@example.net,+1-747-654-2173x2587,AI-Powered Virtual Assistant,No,/images/events.jpg,132.69055137474766,Debit Card,Failed,6
2025,Canada,Abigail Johnson PhD,annedavid@example.com,(766) 154-3994 x176,AI-Powered Virtual Assistant,No,/images/events.jpg,185.33991619348117,PayPal,Resolved,2
2024,Canada,Jon Scott,lisa67@example.org,+1 (414) 323-0609,Software Assistance,No,/prototype.php,385.9154169683867,PayPal,Resolved,6
2023,Canada,Tyler Bailey,uwright@example.net,185 720 0434,AI-Powered Virtual Assistant,Yes,/index.html,435.69688989370496,Bank Transfer,Resolved,3
2023,Portugal,Ann Foster,kristina84@example.com,250.397.7849x63118,Chatting with Sales Representative,No,/scheduledemo.php,429.2219204401682,PayPal,Failed,3
2022,Portugal,Jennifer Johnston,murrayzachary@example.com,001-611-370-0219x84687,Software Assistance,Yes,/event.php,345.61320763710245,PayPal,Pending,2
2022,Russia,Linda Lucero,sarahsimon@example.net,+7 991 231 3855,Chatting with Sales Representative,No,/prototype.php,490.89527400314,Debit Card,Failed,2
2024,Canada,Jacob Liu,jonathanjohnson@example.net,409 116 9708,Chatting with Sales Representative,No,/images/events.jpg,139.14020480184507,Credit Card,Pending,2
2022,Russia,Jason Lin,ericcampbell@example.org,84710369274,Software Assistance,Yes,/index.html,488.97157582849314,Bank Transfer,Failed,2
2023,Zambia,Joseph Harris,elizabethrobbins@example.org,(749)547-8140,Chatting with Sales Representative,No,/images/events.jpg,433.1064225948853,Credit Card,Failed,6
2025,Spain,Jill Love,amywalker@example.org,714-975-9297x3261,Software Assistance,Yes,/scheduledemo.php,178.86972228120737,Bank Transfer,Resolved,4
2022,Zambia,Michelle Hale,katherinemclean@example.net,(891)419-1376,Chatting with Sales Representative,No,/index.html,243.48079178985236,Credit Card,Resolved,4
2022,India,Clinton Nguyen,juliesmith@example.net,06330510061,Scheduled Demo,No,/images/events.jpg,493.5033672191007,Bank Transfer,Failed,5
2024,Jamaica,Terry Chandler,keithhughes@example.org,719-231-9466x66416,Chatting with Sales Representative,Yes,/scheduledemo.php,132.90880995431525,Credit Card,Resolved,4
2022,France,Brian Rowe,haysjoseph@example.net,0638598512,Prototyping solutions,No,/prototype.php,497.5338490600137,Credit Card,Pending,3
2023,France,Riley Rowe,udavis@example.net,05 47 56 52 51,Software Assistance,Yes,/prototype.php,325.3038999906461,Credit Card,Pending,3
2024,China,Todd Vargas,vpotts@example.org,13087906728,Prototyping solutions,No,/images/events.jpg,413.7553231785054,Credit Card,Resolved,5
2022,Russia,Bradley Hodge,lawrencetasha@example.com,+7 603 184 6423,Software Assistance,Yes,/event.php,344.5169680237578,PayPal,Pending,6
2022,Japan,Jeffrey Cooper,mho@example.org,080-4578-9903,Inquiring about Events,No,/event.php,156.33551876116894,Debit Card,Pending,4
2022,Jamaica,Eddie Nguyen,swright@example.com,(673)810-4773x682,AI-Powered Virtual Assistant,Yes,/event.php,447.1077039351691,PayPal,Failed,6
2025,UK,Katherine Fisher,dakotachavez@example.com,+44(0)131 4960014,Software Assistance,No,/scheduledemo.php,327.77563981363915,PayPal,Resolved,5
